factor_registration_number,factor_name,google_place_id,location_number,author_name,review_rating,review_text,review_time,review_relative_time
PF000469,McKenzie Accountants Ltd,ChIJo4Df8scLhUgRT3Ul47rkPb8,3,Andy Copper,5,Excellent property management business run by people that really care about the service they provide.,1748441771,7 months ago
PF000388,Melville Housing Association Limited,ChIJD8nUE7K-h0gRpo6IF10gc9E,1,Chloe Eaton,1,Since being housed with Melville I have had a serious decline with my mental health due to being housed in an unsuitable property with my kids. Threats to life with weapons from people that have no relation to me. I shouldn’t have to put up with this behaviour. My 3 year old daughter has told me she’s scared refusing to go to nursery etc because she has to go downstairs. Violence in the stair. Refused a management transfer yet they say they are doing all that they can. I feel nothing but inconvenient and dismissed whenever I talk to them. I hoped that being housed with them would help my mental health and put me in a better situation not just for me but for my kids. They are not in a hurry to do anything. They are well aware of the struggles I am facing yet are unable to give me updates or info on my transfer. Been so let down.,1755600855,4 months ago
PF000388,Melville Housing Association Limited,ChIJD8nUE7K-h0gRpo6IF10gc9E,1,Amanda Foster,1,"Appalling from our housing association arrived at our door to give a curtesy call after 7months of my husband  stuck in one room no wonder they went with a flea in his ear should have been given a curtesy  call well.before now melvillie staff need to go on a learning course to learn people skills council have done more for us in the last few months.
We should be paying full rent when myhus",1754483342,5 months ago
PF000388,Melville Housing Association Limited,ChIJD8nUE7K-h0gRpo6IF10gc9E,1,George Smith,1,"Having told them of my concerns. About an untaxed/ mot car summer 2024.
They said they would look into it.

It's now dumped on road Mayfield Dalkeith.
I don't think they have acted responsible. They said they knew Tennant who was responsible ( from Shawnee).  Despite my concerns the car is now dumped. No tax/ MOT from their car park.

I find their soft. touch approach unacceptable.
No council Tax payers will have to pay for their inepept policy",1739801987,10 months ago
PF000388,Melville Housing Association Limited,ChIJD8nUE7K-h0gRpo6IF10gc9E,1,Thomas Baxter,1,"Had water and dirt coming down from above in the bathroom, they sent a repair guy who decided to open up the ceiling and let it air for 2 weeks. Left it open longer because apparently they had to wait for an asbestos test to see if it was safe for the worker to come back. Was okay for me to breathe it in though as it was left unsealed. Finally sealed it back up with massive damage to all decorating. Melville refuse to cover the damages as that's life apparently, now where's the rent money?",1505710526,8 years ago
PF000388,Melville Housing Association Limited,ChIJD8nUE7K-h0gRpo6IF10gc9E,1,George Smith,1,"Contacted them regards old faulty central heating.     They stated would not be replaced till 2023,!! contacted local MP explained all the problems.     Surprise surprise.    Heating getting replacement.    2020.   Enough said.            Despite the fact the house was vacated in January 2020 they later conted me to ask what the problem was  AS the heating system had been replaced in February 2020.       Unbelievable",1611391982,4 years ago
PF000955,Miller Property Management Ltd,ChIJAQAwlC4ViEgRmejkg4KmMIY,1,Graham Stewart,5,,1689863499,2 years ago
PF000368,Milnbank Property Services Ltd,ChIJUT5V9f1DiEgRoHKqERmaHJQ,1,Barbara Docherty,4,"I cant fault Milnbank Housing. Polite friendly and efficient people. Always had repairs done quickly.  I find them very caring especially during Covid.  We have always had any concerns dealt with. Well done for keeping the rents affordable in comparison with other housing associations.
We live in Aitken Street. Anything in the air about the refurbishment of our kitchens which must be well overdue!",1761146315,2 months ago
PF000368,Milnbank Property Services Ltd,ChIJUT5V9f1DiEgRoHKqERmaHJQ,1,Jim McCartney,5,Milnbank staff were amazing when my close was not washed properly they sent them back the next day to clean it properly.,1742292343,9 months ago
PF000368,Milnbank Property Services Ltd,ChIJUT5V9f1DiEgRoHKqERmaHJQ,1,Jennifer Munro,1,"Worst housing association around, cheap rents the only good thing they have going for them. Everyone in company from bottom to top is incompetent. You try to phone and complain and get hung up on and laughed at. It's a joke the government give this mob money.

Gets worse as time goes on. Can't get any repairs done. They miss appointments and accuse you of not answering the door. Never their fault, they are always right, you already always wrong.

Most unprofessional, incompetent group of people I've ever had the displeasure of dealing with.",1669388949,3 years ago
PF000368,Milnbank Property Services Ltd,ChIJUT5V9f1DiEgRoHKqERmaHJQ,1,Agnes James,1,"Over the years this organisation is not what it was. Staff are incompetent and treat you with contempt. As an owner occupier called office requesting bag of garden waste to be uplifted, three weeks on called and cancelled took it to Queenslie by taxi.
Second request called stating someone had left bulk items in backcourt, had been there for two weeks plus. I was assured it would be uplifted, unfortunately they did not state it wouldn’t be 2023. I hope for the sake of the residents in the property we don’t have an issue with vermin.
How times have changed when the associations main concern was for residents a community based organisation. It’s now become a business and the residents are an afterthought.",1703345110,2 years ago
PF000368,Milnbank Property Services Ltd,ChIJUT5V9f1DiEgRoHKqERmaHJQ,1,Karina,1,How are people meant to get help when you're telling them that mental health is not a real illness. It's because of ignorant staff members like yours that people are still embarrassed and scared to speak about their issues and don't get the help they need until it's too late.,1528106204,7 years ago
PF000368,Milnbank Property Services Ltd,ChIJw3JaB_1DiEgRovd1FDIPf9c,2,Margaretboot Wilson,5,I m hoping to move into one beside my sister,1722618379,a year ago
PF000368,Milnbank Property Services Ltd,ChIJw3JaB_1DiEgRovd1FDIPf9c,2,steven campbell,5,Great space for public meetings and functions . Nice modern layout and facilities run by an polite attentive staff .,1570813192,6 years ago
PF000368,Milnbank Property Services Ltd,ChIJw3JaB_1DiEgRovd1FDIPf9c,2,Catherine Keenan,5,Excellent in every way. I don't believe any other could match their excellence!,1532807526,7 years ago
PF000368,Milnbank Property Services Ltd,ChIJw3JaB_1DiEgRovd1FDIPf9c,2,Alan J Conner,5,Hope I can maybe get residency there as I brought up in Onslow Drive G31 2QA,1611431582,4 years ago
PF000368,Milnbank Property Services Ltd,ChIJw3JaB_1DiEgRovd1FDIPf9c,2,Davie Malcolm,5,Auld Elsie is a nutter😂,1553799458,6 years ago
PF000125,Molendinar Park Housing Association,ChIJjbV2JKxGiEgRS4RQvyhLuDY,1,Rosha Curran,5,Would just like to say thank you to everyone a have felt with your gifts of new hot quilts n airfryer means alot and the 100 pounds we will receive  a think you try to keep everyone happy and am so looking forward to xmas by receiving these gifts thank you so much and a very merry christmas to our housing associations  means alot to me x,1702255120,2 years ago
PF000125,Molendinar Park Housing Association,ChIJjbV2JKxGiEgRS4RQvyhLuDY,1,Danny Boyle,1,"Dreadful.  Poor quality of housing. Poor quality of customer service.  Have been dealing with noise issues for a year and a half with a riotous couple upstairs, can hear every pin drop - never experienced anything like it.  Unable to go anywhere else so basically held ransom by rent for a roof over my head. Apply elsewhere, if less people use their services maybe they might consider some improvement.",1645477480,3 years ago
PF000125,Molendinar Park Housing Association,ChIJjbV2JKxGiEgRS4RQvyhLuDY,1,dorota morawska,1,"ignoring complaints, poor quality of service, no response to requests for rectification of defects",1684851318,2 years ago
PF000125,Molendinar Park Housing Association,ChIJjbV2JKxGiEgRS4RQvyhLuDY,1,Łukasz Kopys,5,"Molendinar Park Housing Association,  person is perfect to help,  thank you very much.",1718650456,a year ago
PF000125,Molendinar Park Housing Association,ChIJjbV2JKxGiEgRS4RQvyhLuDY,1,Kayleigh Hume,3,"I have emailed for up dates not heard back ,",1687282940,2 years ago
PF001154,MPM Property Services Limited,ChIJ5Y6f-a04iEgRO4JPkiADiIc,1,Murdo Maclennan,5,,1743232907,9 months ago
PF000979,MXM Property Solutions Limited,ChIJyZxC-5xPiEgRqjdThWFBVcA,1,Finn,1,Log ticket after ticket with no response dont fix anything.,1715889832,a year ago
PF000177,Myreside Management Limited,ChIJOw3ibRvHh0gRr7EUyIhSMyo,1,Peter Swan,5,"Myreside Management have just installed their innovative
Water Leak Prevention System, developed by Peter Goddard, in our flat.  The Installation was flawless with Douglas and Craig extremely professional in their work.  There was no mess and both Douglas and Craig tidied up as they went along.  Where silicon had to be cut to gain access to put sensors in to make the system work,  it was renewed so well that it seemed that it had hardly been touched.  We have been very impressed by their work and would recommend it to anyone interested.",1765636734,4 weeks ago
PF000177,Myreside Management Limited,ChIJOw3ibRvHh0gRr7EUyIhSMyo,1,James Brown,5,"Myreside Management have been fantastic in looking after our development. They’re always quick to respond, professional, and genuinely care about keeping the property well maintained.”",1758142402,3 months ago
PF000177,Myreside Management Limited,ChIJOw3ibRvHh0gRr7EUyIhSMyo,1,gary davidson,1,"Got a frantic call from my brother early last Friday....he had water pouring in through the kitchen ceiling of his top floor flat and all his electrics had shorted out.
Myreside Management run the maintenance contract for his stair so at 9am we called them....we were told someone would call back to deal with the issue. Three hours later still no call...so we phoned them again....this time they said as it was an emergency issue, workmen would be diverted to deal with it. At 3pm still no sign of them....so I went up on the roof myself....luckily I was able to deal with the problem which was a blocked drain on the flat part of the roof. It's now a week later....they never got back in touch and no roofers turned up to deal with the emergency problem.
It leaves me wondering why people pay money for a maintenance contract when the Management company don't bother to deal with problems....even in an emergency!! I would have given them a zero star rating....if that had been possible on this platform....absolutely rubbish!!",1712907086,a year ago
PF000177,Myreside Management Limited,ChIJOw3ibRvHh0gRr7EUyIhSMyo,1,Mark McLeod,5,Impressive and committed factoring company who look after a development in central Edinburgh.  I own one of the flats.  Special shout out to Peter Bertaut who is on the ball and communicative as well as representing the owners' interests extremely well.,1539251820,7 years ago
PF000177,Myreside Management Limited,ChIJOw3ibRvHh0gRr7EUyIhSMyo,1,Lily Louchiana,5,"Connor and his colleague were amazing! They were very friendly and I was able to have a wee laugh with them. Communication is excellent, they contacted our property manager after they'd visited as we were dealing with some leaks, who'd then passed the message on and sent the plumbers round about an hour later. Connor also messaged me to tell me this. Very quick service, thanks guys :)",1717680414,a year ago
PF000569,Naver Ltd,ChIJ69xqpP-5mkgR6men2ceCCz0,1,Bawbag Xavier,5,Great facility.,1667674376,3 years ago
PF000569,Naver Ltd,ChIJ69xqpP-5mkgR6men2ceCCz0,1,Andrew Mckeown,5,,1691675588,2 years ago
PF000569,Naver Ltd,ChIJ6fFmyMG5mkgRLBf0AiXXAns,2,Anthony Kevill,5,"Willie from Navertech was excellent, came to our business, identified the correct equipment we needed for full WiFi coverage and installed it in quick time - professional and knowledgeable. Great to have a local business with great service, pricing and knowledge!",1750240230,6 months ago
PF000569,Naver Ltd,ChIJ6fFmyMG5mkgRLBf0AiXXAns,2,Richard Spurdens,5,"Exceptional service, prompt & professional.",1601539303,5 years ago
PF000569,Naver Ltd,ChIJUaCM8aq4mkgRHTL5Q9mLfag,3,colin cleary,5,Exceptional professional service and very friendly,1596459895,5 years ago
PF001123,Nesstates Ltd,ChIJB8ml3Ahxj0gRa3nDL1OvmG8,1,Elspeth Robertson (16 Culduthel Court),5,"Ness Holiday Homes manage our self-catering flat in Inverness and have done from when we began. Jill’s input and help has been invaluable, she always goes the extra mile in making sure everything is running smoothly. Professionalism throughout and great 5 star reviews from our guests. Fiona who hosts our flat on our behalf has the most fantastic customer care skills and is always on hand to respond and help our guests.
Cannot recommend both Jill and Fiona highly enough. If looking for a self-catering property management company look no further - Ness Holiday Homes is what you are looking for.
No.16 Culduthel Court",1697057909,2 years ago
PF001123,Nesstates Ltd,ChIJB8ml3Ahxj0gRa3nDL1OvmG8,1,Latana Munang,5,"We have stayed at several Ness Holiday Home properties, from cosy 1 bedroom apartments to luxury 5 bed homes. All exquisitely decorated, furnished and equipped with attention to every possible detail, making each stay fabulous. For example, Nespresso coffee machines, laundry facilities, high speed WiFi, good hairdryers with decent full length mirrors, super comfy beds and books, games & toys to entertain the kids. Would not hesitate to book again!",1694034922,2 years ago
PF001123,Nesstates Ltd,ChIJB8ml3Ahxj0gRa3nDL1OvmG8,1,Maximus Waheed Malik,5,"Jill is a friendly host, provided clear and detailed instructions. She also left comforting treats in the kitchen which was a nice personal touch. Flat is very cosy and clean and in a fab location. Would highly recommend to others.",1660983177,3 years ago
PF001123,Nesstates Ltd,ChIJB8ml3Ahxj0gRa3nDL1OvmG8,1,Mr. God,5,"Jill has been a pleasure to deal with when looking at accommodation options in Inverness. We would recommend Ness Holiday Homes to anyone who's planning a trip, and we certainly will be for our future visits!",1712831203,a year ago
PF001123,Nesstates Ltd,ChIJB8ml3Ahxj0gRa3nDL1OvmG8,1,Joseph Malone,5,"Jill and the team manage our holiday let and do a fantastic job - the flat is well furnished, always clean and guests always love it. All homes within Ness Holiday Homes do Inverness proud for visitors!",1708883660,a year ago
PF000338,New Gorbals Housing Association Limited,ChIJb3ybMpZGiEgRKtgJJ-RTukA,1,Brian Musgrave,1,Please go to Youtube and see my chanel Brian Musgrave G5 about the way NGHA is void of Risk assesment and method statements...The degredation of G5 is being paid for by you and me in the G5 area... No More Cowboys and Multi Trade madness...First time fix not several... No mushrooms growing on a building up 13 years honest..',1751019064,6 months ago
PF000338,New Gorbals Housing Association Limited,ChIJb3ybMpZGiEgRKtgJJ-RTukA,1,David Paterson,1,New Gorbals Housing Association is nothing to worry about until everything goes wrong. A pipe burst in a flat 2 floors up from myself. It flooded numerous flats as well as saturating the carpets. Gorbals Housing association did no structural or health assessment. They have individually told everyone to claim the buildings policy of £750 per flat. Which they will then investigate and decide whether to fix anything or not. No guarantee. The Gorbals Housing Association lottery. The flats have never been built right. Numerous surveyors and thermal done on the building to assess for leaks and they are everywhere. Pricing everyone out. A petition is going about and then a court case can take place. The Factor is liable and New Gorbals through association,1746809135,8 months ago
PF000338,New Gorbals Housing Association Limited,ChIJb3ybMpZGiEgRKtgJJ-RTukA,1,Інна C,5,"Thousands of words of sincere gratitude to all employees and management of the Association.    Thank you very much for your attention, interest and desire to do even better.    And thank you for the cleanliness and order.",1721218590,a year ago
PF000338,New Gorbals Housing Association Limited,ChIJb3ybMpZGiEgRKtgJJ-RTukA,1,Pearse Taggart,1,Will use every opportunity they can to take your money whilst providing little to no service. Beware of the invoices sent months later with tons of line items attempting to obfuscate their deceit. It’s like a social experiment where they decided to get Neds to run things and forgot to switch it off.,1701705629,2 years ago
PF000338,New Gorbals Housing Association Limited,ChIJb3ybMpZGiEgRKtgJJ-RTukA,1,Craig Gass,1,Five weeks to fix loose pipes in the close and they still haven't done it. Said they come back the next day and never did. Absolutely shambolic.,1671982555,3 years ago
PF000108,Newton Property Management Ltd,ChIJPV5hridEiEgRcTnu4V3J0ZQ,1,Carol R,1,"At Newton property management the wheel is spinning but the hamster is dead.

I was sent a letter from a debt collector regarding a £75 debt that I was never informed of, was then informed was a mistake and is also not visible on my online account.
It later emerged that this debt is connected to a car parking space. My flat does not have one and I have been jumping through hoops to prove this to Newton, proving title deeds etc but I appear to not be believed.

I have been unable to receive a call from Newton and am left with concerns about my credit score and the debt collectors.

I have been a customer of Newton for 11 years the majority of which I have owned 2 properties and my August quarterly bill was in the region of £1700 (paid in full along with every bill for the past 11 years).

I have now received another bill stating that I owe a late payment charge to Newton and the addition of this car parking charge. I assume the debt collectors are still pursuing this as I have not heard anything to the contrary.

I have spent several hours over the past few days sorting paperwork for this issue.

I would advise any customers of newton to keep accurate records of all paperwork, times of phone calls with them etc.",1763239026,a month ago
PF000108,Newton Property Management Ltd,ChIJPV5hridEiEgRcTnu4V3J0ZQ,1,Aimee-louise Sproull,3,"Ive been in my home now for 3 years and feel as though we are constanlty receiving bills for ""inspections"" and ""repairs"" to the swing parks but yet I've yet to see any repair work being done.

However, i cannot fault the people behind the phones. I recently spoke with Robert from finance department and he was excellent. Very down to earth and friendly. I feel comfortable enough to reach out to him again if I have any issues.",1759324201,3 months ago
PF000108,Newton Property Management Ltd,ChIJPV5hridEiEgRcTnu4V3J0ZQ,1,Scott Murphy,1,Since after COVID these con artists have ripped my building off and continually sent ridiculous bill prices for services not undertaken. When requesting work to be done this has been over inflated pricing and getting contractors to buzz our house to show them the work at weekends at 6am etc. Told them I worked in the same industry and wanted paperwork sent over for monthly and annual safety checks and told they where hanging up and not to ask for further info or I would be getting legal letters 😂,1765366982,a month ago
PF000108,Newton Property Management Ltd,ChIJPV5hridEiEgRcTnu4V3J0ZQ,1,Ross Hay,1,"Do you like paying a large amount of money for below the bare minimum of a service? Then Newton is definitely for you. I have been factored by these clowns for over three years, and pay well over £100 a month for a shocking standard of service. Our bins are constantly full, attached are photos after no service for three weeks. Due to the issues with bins the development is swarming with rats - burying holes in the ground and walls. Newton in response to this have charged us a large sum of money to place three rat traps and have done nothing further, unsurprisingly the problem is still there. In response to the bins overflowing they have threatened cancellation of bin services to the residents which would make the problem much worse. Currently in talks with a lawyer as what they charge and the service they offer as a result is embarrassing. Have documented this over the time I have lived here and the responses received from them. The purpose of this review is to warn prospective buyers to AVOID any development factored by Newton as I guarantee you will be disappointed and angry during your time with them.",1735920816,a year ago
PF000108,Newton Property Management Ltd,ChIJPV5hridEiEgRcTnu4V3J0ZQ,1,Cailean Collier,1,"Newton Property claimed they would honor a vote by the residents of Parkland Meadows estate to terminate their services. The residents voted resoundingly, to leave Newton. They have gone back on their word. The residents of Parklands meadows had no say in Newton Property taking over the factor responsibilities of the estate and are now rinsing the estate for whatever costs they feel like imposing against us. They are a sham and having been provided proper notice of the termination of their services are now trying to throw all methods of beaurocratic nonsense to block our move away to a new company. AVOID AT ALL COSTS.",1765100231,a month ago
PF000349,NG Property (Scotland) Limited,ChIJxaXx4_BDiEgRANrmscw9aOI,1,David Cowan,5,Very helpful,1515924607,7 years ago
PF000349,NG Property (Scotland) Limited,ChIJxaXx4_BDiEgRANrmscw9aOI,1,shaun zitkus,5,,1707091273,a year ago
PF000349,NG Property (Scotland) Limited,ChIJxaXx4_BDiEgRANrmscw9aOI,1,John Mcgregor,5,,1562598676,6 years ago
PF000349,NG Property (Scotland) Limited,ChIJYz9KmwpEiEgRIIPwWyp0_Tw,2,Yadgar Watani,1,"The worst company in all of Scotland is NG Home. I'm not talking without reason, I'm talking with evidence. I rented a house from NG Home. It had a thousand problems and it wasn't responsive to the problems in the house and didn't even check what the problems were. It even had a gas leak. It wasn't responsive. It didn't even check anything before handing the house over to me and just handed it over to me in ruins.",1763550825,a month ago
PF000349,NG Property (Scotland) Limited,ChIJYz9KmwpEiEgRIIPwWyp0_Tw,2,Anne Fern,2,"I have been waiting 3 weeks for a call from them after spending 40 minutes being 1st in the queue (apparently). My bathroom roof is turning darker and darker, and Ias I work Monday to Friday I can' call during work just to wait 40mins.  Absolute joke of a housing association.",1726319506,a year ago
PF000349,NG Property (Scotland) Limited,ChIJYz9KmwpEiEgRIIPwWyp0_Tw,2,Matthew,1,Possibly worst housing of all time. House needing loads of work done been left for months. Problems with anti social behaviour. No one cares. Local mp and newspaper is the next move,1754307535,5 months ago
PF000349,NG Property (Scotland) Limited,ChIJYz9KmwpEiEgRIIPwWyp0_Tw,2,MadDeanM1,1,"This is my first flat, and no double the worst experience i could've ever gotton. Been waiting 10 months for my front door to be replaced, told before I even signed my tenancy agreement it would be replaced for me moving in, still waiting 10 months later after 2 phone called that did nothing and 3 in person visits.
I'm honestly lost for words at the shambles. I'd give 0 stars if possible",1724650657,a year ago
PF000349,NG Property (Scotland) Limited,ChIJYz9KmwpEiEgRIIPwWyp0_Tw,2,Shangar,1,I warned them several times that water would not flow through my turban tube.  I don't know why I pay £500 rent when there is no service.  Currently water is leaking in my house. I warned them but they raised their voices against me in a very nasty way.,1739822844,10 months ago
PF000349,NG Property (Scotland) Limited,ChIJdSUNRxVEiEgRCLWR01QFB4s,3,N,1,"I paid for my rent even when I wasn't living on the flat anymore, because their poor communication and they made me pay for the rent, when they knew I was moving out that same day(on july). They made me pay for the next month (August) and then wanted the keys. Now its been months and the council tax charged me for my current flat and for the ng flat as they told the council that I left the month later (August) I need to prove to the council that is not true and I wasn't living in the property, but ng home  said something that is not true as they had the keys the month earlier. Not only made me pay the rent twice but also council tax for not telling the council that the flat was empty.",1730671134,a year ago
PF000349,NG Property (Scotland) Limited,ChIJdSUNRxVEiEgRCLWR01QFB4s,3,J Rguez,1,"Bad communication between their own teams, making me paid the rent twice because they don't talk to each other. Hard to communicate with the officer and thex keep saying he will phone back, which never happens",1723914897,a year ago
PF000349,NG Property (Scotland) Limited,ChIJdSUNRxVEiEgRCLWR01QFB4s,3,Anne,1,"The worst housing ive even been. I have a huge problem and I need a new flat. They gave me 0 points even if its 5 people in 2 bedroom flat and i have to share the living room with someone else. Staff didnt really care about my situation. More important was to teach a new girl what to ask an applicant about at the interview... Really disappointed.... If i could, i would give 0 stars.",1525444386,7 years ago
PF000349,NG Property (Scotland) Limited,ChIJdSUNRxVEiEgRCLWR01QFB4s,3,John Macleod,4,"I was there for a presentation night held on behalf of Keep Scotland Beautiful.  The high flats where I stay received an award for their continuous recycling programme.  Entertainment,  food and staff were very helpful and it was a brilliant night.",1491220038,8 years ago
PF000349,NG Property (Scotland) Limited,ChIJdSUNRxVEiEgRCLWR01QFB4s,3,Charles J Mccormick,4,"Like everywhere ,THEY TRYING...BUT covid times Everything slower IF working at all.the building nice staff trying .housing been fair so far,except rent has risen £8 to £10 every year for 5 years .WERE has it been put to ?",1634783244,4 years ago
PF000349,NG Property (Scotland) Limited,ChIJaTnVJHREiEgRBpj1DohXqyA,4,Christopher Scarr,1,"I've  lived across from Carntyne transport my flat mate cognitive heart failure c.o.p.d. and s arring in her lungs so some smart ngh official says let's stick them in a house with no plaster no hot water no bath no window, all sorts of noise pollution Road pollution nothing works we had no heating for 15 yrs. Threatni g calls from housing officers boy freind(he will never be a man). They are the most self serving nest of viper. The guy upstairs and his pals do nothing but take valium but they have a furnished flat and over 1600 in your taxes. They don't care about the most needy tennants.",1655817486,3 years ago
PF000349,NG Property (Scotland) Limited,ChIJaTnVJHREiEgRBpj1DohXqyA,4,Natasha Brodie,1,Worst housing I’ve ever been with been trying to get a bigger home for me and my kids with medical issues and a nightmare neighbour still stuck living here. Should be ashamed of themselves!!,1675713537,2 years ago
PF000349,NG Property (Scotland) Limited,ChIJaTnVJHREiEgRBpj1DohXqyA,4,Raymond C,1,"Been phoning for days, never get through, and once when I did....the person on the recieving  hung up ..really frustrating ...",1659948242,3 years ago
PF000349,NG Property (Scotland) Limited,ChIJaTnVJHREiEgRBpj1DohXqyA,4,junior Mclaughlin,5,Great housing and brilliant staff,1521052197,7 years ago
PF000349,NG Property (Scotland) Limited,ChIJaTnVJHREiEgRBpj1DohXqyA,4,Wayne Menard,4,Good,1513562102,8 years ago
PF000349,NG Property (Scotland) Limited,ChIJUQ0OdRVEiEgRZsafiepGy-U,5,Paul McDermott,1,It would be no stars as my mum was a resident at there Sheltered Housing Gourlay Street. She was treated badly with nobody fit to take care of her needs. I would recommend that you don't place your family member in this home. The Housing Officer Pauline is incompetent and when we asked from help regarding my mothers care she couldn't care less. We had to remove her from this place due to her health which was deteriorating and her continual stay would have cost her life.,1540066657,7 years ago
PF000349,NG Property (Scotland) Limited,ChIJUQ0OdRVEiEgRZsafiepGy-U,5,Michaela McCue,2,Always busy long waiting time to be seen,1541615026,7 years ago
PF000263,North Ayrshire Council,ChIJN1kuX2_OiUgRrDxRSmwnaIs,1,Alex,1,"Brown bin collection is behind, what do I pay council tax for again?",1755166903,4 months ago
PF000263,North Ayrshire Council,ChIJN1kuX2_OiUgRrDxRSmwnaIs,1,Lisa Millar,1,Absolutely shocking service. Bath has been leaking into kitchen for 6 years. Eventually got it fixed the other month. They were just going to patch up my kitchen ceiling till I mentioned black mould they looked and there was. Still waiting on them fixing it. Now have black mould in my bathroom. Absolute joke of a housing association. I have asthma and a child. Been calling all morning. No answer. Will he taking it further. The price of their rent and it takes them years to getting round to doing anything. Diabolical!!!,1700049857,2 years ago
PF000263,North Ayrshire Council,ChIJN1kuX2_OiUgRrDxRSmwnaIs,1,aleksa alex,1,"Terrible council! COMPLETELY USELESS! I am having an extremely hard time settling in my new home because of the council`s mistakes on giving me information, they are impossible to speak to as they say one and do the other and don`t really know how to explain things to you! They`re solution is always money, telling me to apply to buy a space if I want my driveway entrance to be clear. Complaints are not even responded to, I think I made more than 3 now! DO NOT move into North Ayrshire!",1695109657,2 years ago
PF000263,North Ayrshire Council,ChIJN1kuX2_OiUgRrDxRSmwnaIs,1,Frozen Willow,5,"Very helpful, spoke with Pamela on the phone and was pleasant and friendly to talk to. She helped us with our query regarding Council Tax and School meals eligibility. Thank you very much North Ayrshire Council.",1549642201,6 years ago
PF000263,North Ayrshire Council,ChIJN1kuX2_OiUgRrDxRSmwnaIs,1,Pamela MacDonald,1,Corry McDonald doesn't get back to you  cover up for the people that work beneath her authority 😡,1693353551,2 years ago
PF000263,North Ayrshire Council,ChIJ-x9bYAC5iUgRUp1hEbCXo4M,2,Stephen Brown (Investigates),5,"Lovely people. Very friendly. It’s sad that other reviewers have to pick on people who are just doing their job. Largs is very lucky to have such a great, warm and welcoming facility with plentiful car parking. Well done council and thanks to the staff for being so friendly to us when we visited.",1759417696,3 months ago
PF000263,North Ayrshire Council,ChIJ-x9bYAC5iUgRUp1hEbCXo4M,2,Ashe bAshy,1,"The staff within Largs housing office are mannerless, lack compassion and understanding, often abrasive to speak to or with, appear to back each other up in the office and at times certain staff bait the person calling which is usually for support or help with something relating to their safety or tenancy, financial help. Customer service skills are just not there. They don’t respond when asked to, they don’t acknowledge emails or telephone calls unless they want something. The in house complaints procedure means they support each others badness towards their tenants. Never had any issue like this in other local authority areas and it’s really sick how they behave. One staff member in particular, a male named Jamie who is apparently no longer there took personal grievances out on certain tenants instead of being professional and helping and at least showing a mutual respect. Owe a penny on your rent though and they’re not long in signing and sending letters and chasing up calls. Probably the worst housing office in north Ayrshire due to staffs behaviours and horrible attitude which certainly go against the councils behaviours policy and procedures. They have favoured tenants and behind the scenes do anything to support said tenant. Lacking integrity for their supposed professionalism.",1719586926,a year ago
PF000263,North Ayrshire Council,ChIJ-x9bYAC5iUgRUp1hEbCXo4M,2,Andy Weir,1,"Pointless lazy people. There jobs to help people. Wll done nothing for me and got hit with council tax bill for iver £1000 cause of form they wouldnt help me with.
Also money matters wouldny help me fill my form for sickness benefits which there supposed to do. Refered me to CAB in Saltcoats with 6 week wait list.",1501077856,8 years ago
PF000263,North Ayrshire Council,ChIJ-x9bYAC5iUgRUp1hEbCXo4M,2,Pamela ann Mcdonald,1,Poor service and manners from staff,1699569282,2 years ago
PF000263,North Ayrshire Council,ChIJ-x9bYAC5iUgRUp1hEbCXo4M,2,Lavinia S,1,,1761451261,2 months ago
PF000263,North Ayrshire Council,ChIJZbqGtZ_WiUgRCCmLjjbr1M8,3,Sean Laverty,1,"Cost me £100s at an inconvenient time to prematurely tax and MOT my car because they couldn't repair a simple lockup garage roof with felt, resulting in moisture build-up. Should have known when it took them over a month to fit a new lock before I could take the lease at the beginning.

Edit to add that at no point was I ever contacted by a housing officer despite being told I would. Only dealt with the receptionist Samantha who was polite and reasonable.",1710538655,a year ago
PF000263,North Ayrshire Council,ChIJZbqGtZ_WiUgRCCmLjjbr1M8,3,LesleyAnn Dunlop,5,"Local Housing Association Main Street Ayr office, open during the week day time hours. Application to introduction of housing list The South Ayrshire Council for local other situation housing termed technique in website both available.",1751111547,6 months ago
PF000263,North Ayrshire Council,ChIJZbqGtZ_WiUgRCCmLjjbr1M8,3,Donald,5,"Moved in to my new flat and I am really pleased with it.
The lady Anne who gave me the keys couldn't have been more helpful.
The site manager for Cruden has been really helpful with any queries and got me help with things.
.",1663940920,3 years ago
PF000263,North Ayrshire Council,ChIJZbqGtZ_WiUgRCCmLjjbr1M8,3,Margaret Ann Williamson,5,"Very Caring & helpful when i had to go & see someone about a form to get filled in, & the lady i seen was called Jacqueline & she couldn't do enough for me & i thanked her & i would still like to say thanks again for everything you done for me Jacqueline, so thank you very much for everything you done for me & also i would like to thank Debi as well for everything she has done & doing yet for me, so thank you very much ladies for all your help xx",1657314370,3 years ago
PF000263,North Ayrshire Council,ChIJZbqGtZ_WiUgRCCmLjjbr1M8,3,Helen Galloway,1,Have to say these people have not got a clue are not interested in an individuals needs and requirements and just pan you off with lip service and dishonesty terrible service,1709562388,a year ago
