factor_registration_number,factor_name,google_place_id,google_name,rating,review_count,address,phone,website,is_verified,google_maps_url,latitude,longitude,location_number,business_status,business_types
PF000815,LAR Housing Trust,ChIJkbKlqebRh0gR-hqHU-DOCLI,Lar Housing Trust,4.7,6,"Buchan House, Enterprise Wy, Dunfermline KY11 8PL, UK",01383 630190,http://larhousingtrust.co.uk/,True,https://maps.google.com/?cid=12828731001434217210,56.049186,-3.42952,1,OPERATIONAL,"establishment, point_of_interest"
PF000814,LAR Operations C.I.C.,ChIJkbKlqebRh0gR-hqHU-DOCLI,Lar Housing Trust,4.7,6,"Buchan House, Enterprise Wy, Dunfermline KY11 8PL, UK",01383 630190,http://larhousingtrust.co.uk/,True,https://maps.google.com/?cid=12828731001434217210,56.049186,-3.42952,1,OPERATIONAL,"establishment, point_of_interest"
PF000279,Larkfield Housing Association Limited,ChIJufASUPeviUgROzrBtJXouj0,Larkfield Housing Association,4.2,10,"14 Lothian Rd, Greenock PA16 0PG, UK",01475 630930,https://www.larkfieldha.org.uk/,True,https://maps.google.com/?cid=4448123311662119483,55.9426551,-4.8246817,1,OPERATIONAL,"establishment, point_of_interest"
PF000202,Linstone Housing Association Limited,ChIJr8ee0o7O3UMRP-7PBLXaVsc,Linstone Housing Association Ltd,3,54,"17 Bridge St, Linwood, Paisley PA3 3DB, UK",01505 382383,http://www.linstone.co.uk/,True,https://maps.google.com/?cid=14363908532549447231,55.8477774,-4.488721099999999,1,OPERATIONAL,"establishment, point_of_interest"
PF000162,Linthouse Housing Association Limited,ChIJ6yn2kPxFiEgRof9rv8tz4aw,Linthouse Housing Association,3.4,41,"1 Cressy St, Glasgow G51 4RB, UK",0141 445 4418,http://www.linthouseha.com/,True,https://maps.google.com/?cid=12457365363210583969,55.8644787,-4.3291686,1,OPERATIONAL,"establishment, point_of_interest"
PF000615,Loch Tay Highland Lodge Park Ltd,ChIJq6qOhKHHh0gRCLEbc4yyvkY,Loch Tay Highland Lodge Park Limited,5,2,"96 Fountainbridge, Edinburgh EH3 9QA, UK",,,True,https://maps.google.com/?cid=5097708144526340360,55.94374759999999,-3.2087728,2,OPERATIONAL,"establishment, point_of_interest"
PF000615,Loch Tay Highland Lodge Park Ltd,ChIJHQ-FCRjBiEgRQLtzif-Pfqw,LochTayHolidayLodges,5,9,"Loch Tay Highland Lodge Park, By, Killin FK21 8TY, UK",07984 799995,https://www.lochtayholidaylodges.com/,True,https://maps.google.com/?cid=12429530349274643264,56.4925267,-4.2498207,3,OPERATIONAL,"establishment, lodging, point_of_interest, real_estate_agency, travel_agency"
PF000340,Lochaber Housing Association Ltd,ChIJhUj1LlUziUgRUsmb0yLRdzI,Lochaber Housing Association,3.3,7,"101 High St, Fort William PH33 6DG, UK",01397 702530,https://www.lochaberhousing.org.uk,True,https://maps.google.com/?cid=3636605171634260306,56.8169833,-5.113264,1,OPERATIONAL,"establishment, point_of_interest"
PF000363,Lochaber Housing Association Property Services CIC,ChIJhUj1LlUziUgRUsmb0yLRdzI,Lochaber Housing Association,3.3,7,"101 High St, Fort William PH33 6DG, UK",01397 702530,https://www.lochaberhousing.org.uk,True,https://maps.google.com/?cid=3636605171634260306,56.8169833,-5.113264,1,OPERATIONAL,"establishment, point_of_interest"
PF000139,Lochalsh & Skye Housing Association,ChIJ0WH4Py0yjEgRxrOrPrHSXO4,Lochalsh & Skye Housing Association,4.9,7,"Morrison House, Isle of Skye, Portree IV51 9EW, UK",01478 612035,http://www.lsha.co.uk/,True,https://maps.google.com/?cid=17175834737586713542,57.4124361,-6.196104699999999,1,OPERATIONAL,"establishment, point_of_interest"
PF000221,Lochfield Park Housing Association Limited,ChIJFfvATP9piEgRRu_geDOsp_4,Lochfield Park Housing Association Ltd,3.6,13,"37 Drumlanrig Ave, Glasgow G34 0JF, UK",0141 771 2228,https://lochfield.co.uk/,True,https://maps.google.com/?cid=18349824543815692102,55.8688767,-4.0977435,1,OPERATIONAL,"establishment, point_of_interest"
PF000402,Loretto Housing Association Ltd,ChIJK0qtz5dGiEgRiw4l88vBMXM,Loretto Housing Association Ltd,3.3,31,"170 Crown St, Gorbals, Glasgow G5 9XD, UK",0800 952 9292,https://www.lorettoha.co.uk/,True,https://maps.google.com/?cid=8300628669922348683,55.84915489999999,-4.250562,1,OPERATIONAL,"establishment, point_of_interest"
PF000842,Lorimer Property Group Ltd,ChIJab-V36XGh0gR9hRyOY6CPtU,Lorimer House,3,2,"491 Lanark Rd, Juniper Green EH14 5DQ, UK",0131 442 2123,http://lindemann.healthcare/lorimer-house/,True,https://maps.google.com/?cid=15365862525995455734,55.9049436,-3.2794022,1,OPERATIONAL,"establishment, health, point_of_interest"
PF000842,Lorimer Property Group Ltd,ChIJORZKhTUViEgRPIxnBZ2jhMs,Park Property Management Ltd (PF000423),4.1,123,"8 Seaward Pl, Kinning Park, Glasgow G41 1HH, UK",0141 354 6536,https://www.parkpm.co.uk/,True,https://maps.google.com/?cid=14665026181421042748,55.848382,-4.2774114,2,OPERATIONAL,"establishment, point_of_interest"
PF001038,Louise Todd Property Management Ltd,ChIJUTkmV-pchkgRn1SXjcC6F2Q,Louise Todd,5,2,"st Floor, 87 Commercial St, Dundee DD1 2AB, UK",01382 526598,http://lt-pm.co.uk/,True,https://maps.google.com/?cid=7212438664429130911,56.4620596,-2.9694456,1,OPERATIONAL,"establishment, point_of_interest"
PF000785,Lowther Homes Limited,ChIJxc6B_6BGiEgRz7xMrq7ynEM,Wheatley House,2.2,122,"Wheatley House, 25 Cochrane St, Glasgow G1 1HL, UK",0800 479 7979,https://www.wheatley-group.com/,True,https://maps.google.com/?cid=4872035728970529999,55.8600692,-4.2470173,1,OPERATIONAL,"establishment, point_of_interest"
PF000785,Lowther Homes Limited,ChIJK0qtz5dGiEgRiw4l88vBMXM,Loretto Housing Association Ltd,3.3,31,"170 Crown St, Gorbals, Glasgow G5 9XD, UK",0800 952 9292,https://www.lorettoha.co.uk/,True,https://maps.google.com/?cid=8300628669922348683,55.84915489999999,-4.250562,2,OPERATIONAL,"establishment, point_of_interest"
PF000785,Lowther Homes Limited,ChIJidizNSlEiEgRuIHLpKt2WBs,Yates Hellier: Estate Agent,4.9,470,"149 Hyndland Rd, Glasgow G12 9JA, UK",0141 248 8726,https://yateshellier.com/,True,https://maps.google.com/?cid=1970455316550877624,55.87671510000001,-4.3059618,4,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000785,Lowther Homes Limited,ChIJAQCQ8ChEiEgREImCu4dpTYA,L & S Belhaven Ltd,1,1,"Venlaw Building, 349 Bath St, Glasgow G2 4AA, UK",0141 248 4155,http://www.landshomes.co.uk/,True,https://maps.google.com/?cid=9245161641748891920,55.8652115,-4.269715,5,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000098,Macfie & Co Management Services Ltd,ChIJ0eKv7eRGiEgRijYS8NadNC4,Macfie & Co,1.7,30,"5 Cathkinview Rd, Glasgow G42 9EA, UK",0141 632 5588,http://www.macfie.com/,True,https://maps.google.com/?cid=3329459571009926794,55.8249427,-4.2579071,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000693,Managing Estates Limited,ChIJ-wMRkMZiiEgRC2-NWDYjoGE,Managed Estates,3,2,"The Old Laundry, Touch Business Centre Touch Business Centre, Touch Rd, Stirling FK8 3AQ, UK",01786 849272,http://www.managed-estates.co.uk/,True,https://maps.google.com/?cid=7034661334273584907,56.1113238,-4.0055338,1,OPERATIONAL,"establishment, point_of_interest"
PF000997,Manor Estates Associates Ltd,ChIJxU1hwKjHh0gRObT1CfVYp0k,Manor Estates Housing Association Ltd,3.6,15,"5 New Mart Pl, Edinburgh EH14 1RW, UK",0131 510 8540,http://www.manorestates.org.uk/,True,https://maps.google.com/?cid=5307308495336748089,55.9277177,-3.2495423,1,OPERATIONAL,"establishment, point_of_interest"
PF000997,Manor Estates Associates Ltd,ChIJy9tLwKjHh0gRuWTirnZeZUk,Manor Estates Housing Association,,0,"11 Washington Ln, Edinburgh EH11 2HA, UK",0800 093 8823,https://www.manorestates.org.uk/about-us/scottish-social-housing-charter/,True,https://maps.google.com/?cid=5288737201249739961,55.94265129999999,-3.2221424,2,OPERATIONAL,"establishment, point_of_interest"
PF000157,Manor Estates Housing Association Ltd,ChIJxU1hwKjHh0gRObT1CfVYp0k,Manor Estates Housing Association Ltd,3.6,15,"5 New Mart Pl, Edinburgh EH14 1RW, UK",0131 510 8540,http://www.manorestates.org.uk/,True,https://maps.google.com/?cid=5307308495336748089,55.9277177,-3.2495423,1,OPERATIONAL,"establishment, point_of_interest"
PF000931,Martin Jack Limited,ChIJAQAQQzBJiEgRN5DJeJ4QTM8,The Martin Property Company Limited,5,1,"13 Glasgow Rd, Paisley PA1 3QS, UK",,,True,https://maps.google.com/?cid=14937332336898445367,55.847276,-4.4148295,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000396,Maryhill Housing Association Ltd,ChIJ41UH8LRFiEgR8RZBdsIEf6k,Maryhill Housing,2.7,81,"45 Garrioch Rd, Glasgow G20 8RG, UK",0141 946 2466,http://www.maryhill.org.uk/,True,https://maps.google.com/?cid=12213485947706218225,55.88689489999999,-4.2882584,1,OPERATIONAL,"establishment, point_of_interest"
PF001017,MBM Property Management (Scotland) Limited,ChIJ9_feOPtGiEgRvGB9O_YAOXE,MBM Home Lets,4.3,59,"12 Holmlea Rd, Glasgow G44 4AH, UK",0141 632 8508,http://www.mbmhomelets.com/,True,https://maps.google.com/?cid=8158553257518391484,55.82471839999999,-4.261858399999999,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF001017,MBM Property Management (Scotland) Limited,ChIJ5Y6f-a04iEgRO4JPkiADiIc,MPM Property Managers & Registered Factors,5,1,"Orbital House Redwood Crescent, 3 Redwood Cres, East Kilbride, Glasgow G74 5PR, UK",0141 370 2363,http://www.mpmscotland.co.uk/,True,https://maps.google.com/?cid=9766059230381441595,55.76991950000001,-4.2260082,3,OPERATIONAL,"establishment, point_of_interest"
PF001017,MBM Property Management (Scotland) Limited,ChIJdVWkdJfHh0gRVtnR_1S7n0Y,MBM Commercial,5,16,"Suite 2, Ground Floor, Orchard Brae House, 30 Queensferry Rd, Edinburgh EH4 2HS, UK",0131 226 8200,http://www.mbmcommercial.co.uk/,True,https://maps.google.com/?cid=5088992077695539542,55.955458,-3.2236658,4,OPERATIONAL,"establishment, finance, lawyer, local_government_office, point_of_interest"
PF001017,MBM Property Management (Scotland) Limited,ChIJ81FFVZ5AiEgR-7udCp_DE-8,M B M Ltd,5,1,"7 Law Pl, East Kilbride, Glasgow G74 4QL, UK",01355 239258,,True,https://maps.google.com/?cid=17227328087467604987,55.7783211,-4.1753173,5,OPERATIONAL,"establishment, point_of_interest, roofing_contractor"
PF001135,McAslan Services Ltd,ChIJU-DX-4wT8QURCB-QtFWnL7Y,McAslan Property,4,3,"100 Dalmarnock Rd, Glasgow G40 4DD, UK",07307 307335,,True,https://maps.google.com/?cid=13127895425351687944,55.8461972,-4.2222791,1,OPERATIONAL,"establishment, general_contractor, point_of_interest"
PF000391,McCarthy & Stone Management Services Limited,ChIJAXtQrv5chkgRIW9_pQvo_1E,Dundee - Retirement Living - McCarthy & Stone,5,1,"Stobsmuir Rd, Dundee DD4 7DG, UK",0800 310 0386,https://www.mccarthyandstone.co.uk/?utm_source=google&utm_medium=my%20business&utm_content=local%20seo&utm_campaign=seo,True,https://maps.google.com/?cid=5908696372852256545,56.4765969,-2.9511064,1,OPERATIONAL,"establishment, health, point_of_interest, real_estate_agency"
PF000391,McCarthy & Stone Management Services Limited,ChIJz2Wp0ubFh0gRS9rvNZyQIwc,Ramsay Grange - Retirement Living - McCarthy Stone,5,1,"29 Barnton Grove, Barnton, Edinburgh EH4 6EQ, UK",0800 310 0394,https://www.mccarthyandstoneresales.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_content=GMB,True,https://maps.google.com/?cid=514413783044577867,55.9610041,-3.3053403,2,OPERATIONAL,"establishment, health, point_of_interest"
PF000391,McCarthy & Stone Management Services Limited,ChIJk_TNAkFPiEgRwaVqiQKdDa4,Kingsferry Court - Retirement Living - McCarthy Stone,1,1,"King's Inch Rd, Braehead, Renfrew PA4 8RB, UK",0800 310 0394,https://www.mccarthyandstone.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_content=GMB,True,https://maps.google.com/?cid=12541853171517662657,55.8803437,-4.3790851,3,OPERATIONAL,"establishment, health, point_of_interest"
PF000391,McCarthy & Stone Management Services Limited,ChIJ4bNjrpdiiEgRAtfYAfcIesQ,Stirling - Retirement Living - McCarthy Stone,,0,"Union St, Stirling FK8 1PA, UK",0800 310 0394,https://www.mccarthyandstone.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=local_seo&utm_content=GMB,True,https://maps.google.com/?cid=14157638235573507842,56.126817,-3.9398448,5,OPERATIONAL,"establishment, health, point_of_interest"
PF001136,McIntyre Property Consultants Ltd,ChIJd4E81Z9GiEgRSRnGIApqZzc,McIntyre Property Consultants,4.9,16,"98 W George St, Glasgow G2 1PJ, UK",0141 332 2292,https://mcintyreproperty.com/contact/,True,https://maps.google.com/?cid=3992276186419304777,55.8623033,-4.2553759,1,OPERATIONAL,"establishment, point_of_interest"
PF000469,McKenzie Accountants Ltd,ChIJPX0xNLvHh0gR5GwLlaGy-kI,McKenzie & Co,5,2,"12A Chester St, Edinburgh EH3 7RA, UK",0131 226 2299,http://www.mckenzieaccountants.co.uk/,True,https://maps.google.com/?cid=4826366357740940516,55.94995400000001,-3.2157617,1,OPERATIONAL,"accounting, establishment, finance, point_of_interest"
PF000469,McKenzie Accountants Ltd,ChIJWRg9YBq5h0gRvAzaDwg7NfY,McKenzie Accountancy,5,10,"Pentlandfield, Midlothian Innovation Centre, Roslin EH25 9RE, UK",0131 322 5385,http://www.mckenzieaccountancy.com/,True,https://maps.google.com/?cid=17741151212907662524,55.8678937,-3.1948613,2,OPERATIONAL,"accounting, establishment, finance, point_of_interest"
PF000469,McKenzie Accountants Ltd,ChIJo4Df8scLhUgRT3Ul47rkPb8,McKenzie Enterprise Ltd,5,1,"Correilwood, 58 Hamilton Dr, Elgin IV30 4NJ, UK",01343 556399,http://www.mckenzie-ent.com/,True,https://maps.google.com/?cid=13780421926149518671,57.6538155,-3.3407147,3,OPERATIONAL,"establishment, point_of_interest"
PF000469,McKenzie Accountants Ltd,ChIJGTh6J3i5h0gRRCAqkLO-kyU,McKenzie & Company,,0,"6b Newhailes Business Park, Newhailes Road, Musselburgh EH21 6RH, UK",0131 665 9601,http://www.mckenzie-scotland.co.uk/,True,https://maps.google.com/?cid=2707717479406903364,55.94161339999999,-3.0660017,4,OPERATIONAL,"accounting, establishment, finance, point_of_interest"
PF000469,McKenzie Accountants Ltd,ChIJnzG4aKtLhkgRzZ4duQoNYzM,Mackenzie Accountants,,0,"14c Formonthills Ln, Glenrothes KY6 3EL, UK",01592 861409,,True,https://maps.google.com/?cid=3702817658335239885,56.2133179,-3.1993053,5,OPERATIONAL,"accounting, establishment, finance, point_of_interest"
PF000388,Melville Housing Association Limited,ChIJD8nUE7K-h0gRpo6IF10gc9E,Melville Housing Association Ltd.,3.2,41,"The Corn Exchange, 200 High Street, Dalkeith EH22 1AZ, UK",0131 654 2733,http://www.melville.org.uk/,True,https://maps.google.com/?cid=15092442360447536806,55.89623160000001,-3.0665883,1,OPERATIONAL,"establishment, point_of_interest"
PF000955,Miller Property Management Ltd,ChIJAQAwlC4ViEgRmejkg4KmMIY,Miller Property Management Limited,5,1,"29 Brandon St, Aberfoyle, Hamilton ML3 6DA, UK",,https://millermanagement.co.uk/contact/2708503,True,https://maps.google.com/?cid=9669411479453231257,55.7738591,-4.0410045,1,OPERATIONAL,"establishment, point_of_interest"
PF000368,Milnbank Property Services Ltd,ChIJUT5V9f1DiEgRoHKqERmaHJQ,Milnbank Housing Association,3.6,66,"53 Ballindalloch Dr, Glasgow G31 3DQ, UK",0141 551 8131,http://www.milnbank.org.uk/,True,https://maps.google.com/?cid=10672574649422475936,55.8638647,-4.2131735,1,OPERATIONAL,"establishment, point_of_interest"
PF000368,Milnbank Property Services Ltd,ChIJw3JaB_1DiEgRovd1FDIPf9c,Milnbank Sheltered Housing,4.8,8,"1 Culloden St, Glasgow G31 3NX, UK",0141 554 0896,,True,https://maps.google.com/?cid=15528146747962816418,55.8660205,-4.211475099999999,2,OPERATIONAL,"establishment, point_of_interest"
PF000368,Milnbank Property Services Ltd,ChIJUzMz0CtEiEgRvCptySQLvH8,McMillan Property,,0,"79 Berkeley St., Glasgow G3 7DX, UK",0141 556 3619,http://mcmillanproperty.co.uk/,True,https://maps.google.com/?cid=9204243991064554172,55.86505,-4.2752344,3,OPERATIONAL,"establishment, point_of_interest"
PF000125,Molendinar Park Housing Association,ChIJjbV2JKxGiEgRS4RQvyhLuDY,Molendinar Park Housing Association,2.9,12,"3 Graham Square, Glasgow G31 1AD, UK",0141 564 5256,https://molendinar.org.uk/,True,https://maps.google.com/?cid=3942984112143369291,55.8556962,-4.2278828,1,OPERATIONAL,"establishment, point_of_interest"
PF001132,Moravia Apartments Factor Services (Elgin) Ltd,ChIJ3QQbfroLhUgRtSN07vkwqY4,Moravia Apartments,,0,"Elgin IV30 6LN, UK",,,True,https://maps.google.com/?cid=10279801474455446453,57.6459969,-3.2871276,1,OPERATIONAL,"establishment, point_of_interest"
PF001154,MPM Property Services Limited,ChIJ5Y6f-a04iEgRO4JPkiADiIc,MPM Property Managers & Registered Factors,5,1,"Orbital House Redwood Crescent, 3 Redwood Cres, East Kilbride, Glasgow G74 5PR, UK",0141 370 2363,http://www.mpmscotland.co.uk/,True,https://maps.google.com/?cid=9766059230381441595,55.76991950000001,-4.2260082,1,OPERATIONAL,"establishment, point_of_interest"
PF000979,MXM Property Solutions Limited,ChIJyZxC-5xPiEgRqjdThWFBVcA,Mxm Property Solutions Limited,1,1,"Unit 13, Dalsetter Business Centre, 42 Dalsetter Ave, Glasgow G15 8TE, UK",,,True,https://maps.google.com/?cid=13859055315407026090,55.9064817,-4.367007800000001,1,OPERATIONAL,"establishment, point_of_interest"
PF000177,Myreside Management Limited,ChIJOw3ibRvHh0gRr7EUyIhSMyo,Myreside Management Limited,3,49,"3 Dalkeith Rd, Mews, Edinburgh EH16 5GA, UK",0131 466 3001,http://myreside-management.co.uk/,True,https://maps.google.com/?cid=3040864920831046063,55.9332552,-3.166328,1,OPERATIONAL,"establishment, point_of_interest"
PF000569,Naver Ltd,ChIJ69xqpP-5mkgR6men2ceCCz0,Naver Business Centre,5,2,"Naver House, Naver Rd, Thurso KW14 7QA, UK",01847 630390,http://www.naver.co.uk/,True,https://maps.google.com/?cid=4398753255919151082,58.59223019999999,-3.5366771,1,OPERATIONAL,"establishment, point_of_interest"
PF000569,Naver Ltd,ChIJ6fFmyMG5mkgRLBf0AiXXAns,Navertech Support,5,2,"Naver House, Naver Rd, Thurso KW14 7QA, UK",01847 892892,https://navertech.support/,True,https://maps.google.com/?cid=8863883570581870380,58.59229569999999,-3.5365528,2,OPERATIONAL,"establishment, point_of_interest"
PF000569,Naver Ltd,ChIJUaCM8aq4mkgRHTL5Q9mLfag,Navertech Digital,5,1,"Naver House, Naver Rd, Thurso KW14 7QA, UK",01847 892892,https://navertech.digital/,True,https://maps.google.com/?cid=12141013935725294109,58.59229569999999,-3.5365528,3,OPERATIONAL,"establishment, point_of_interest"
PF001123,Nesstates Ltd,ChIJB8ml3Ahxj0gRa3nDL1OvmG8,Ness Holiday Homes,4.9,9,"1 Ardconnel St, Inverness IV2 3EU, UK",07539 052722,http://nessholidayhomes.com/,True,https://maps.google.com/?cid=8041369906488506731,57.4771093,-4.2229431,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency, travel_agency"
PF000338,New Gorbals Housing Association Limited,ChIJb3ybMpZGiEgRKtgJJ-RTukA,New Gorbals Housing Association,3.8,77,"200 Crown St, Gorbals, Glasgow G5 9AY, UK",0141 429 3900,https://www.newgorbalsha.org.uk/,True,https://maps.google.com/?cid=4664132603468175402,55.8483239,-4.2515467,1,OPERATIONAL,"establishment, point_of_interest"
PF000108,Newton Property Management Ltd,ChIJPV5hridEiEgRcTnu4V3J0ZQ,Newton Property Management Ltd.,2.9,345,"87 Port Dundas Rd, Glasgow G4 0HF, UK",0141 353 9700,http://www.newtonproperty.co.uk/,True,https://maps.google.com/?cid=10723573592805489009,55.8678493,-4.2549641,1,OPERATIONAL,"establishment, point_of_interest"
PF000349,NG Property (Scotland) Limited,ChIJxaXx4_BDiEgRANrmscw9aOI,ng2 Ltd,5,3,"350 Darnick St, Glasgow G21 4AA, UK",0141 630 4252,https://nghomes.net/ng2/,True,https://maps.google.com/?cid=16314357599516940800,55.87862819999999,-4.2145164,1,OPERATIONAL,"establishment, point_of_interest"
PF000349,NG Property (Scotland) Limited,ChIJYz9KmwpEiEgRIIPwWyp0_Tw,ng homes,2.8,94,"50 Reidhouse St, Glasgow G21 4LS, UK",0141 560 6000,http://nghomes.net/,True,https://maps.google.com/?cid=4394796536663409440,55.8837915,-4.2262354,2,OPERATIONAL,"establishment, point_of_interest"
PF000349,NG Property (Scotland) Limited,ChIJdSUNRxVEiEgRCLWR01QFB4s,ng homes,3.2,43,"139 Saracen St, Glasgow G22 5AZ, UK",0141 336 1300,https://www.nghomes.net/,True,https://maps.google.com/?cid=10017981757993891080,55.8816645,-4.2545873,3,OPERATIONAL,"establishment, point_of_interest"
PF000349,NG Property (Scotland) Limited,ChIJaTnVJHREiEgRBpj1DohXqyA,North Glasgow Housing,3,11,"33 Lenzie Pl, Glasgow G21 3TZ, UK",0141 558 8264,https://nghomes.net/,True,https://maps.google.com/?cid=2354071472109361158,55.8895768,-4.2313923,4,OPERATIONAL,"establishment, point_of_interest"
PF000349,NG Property (Scotland) Limited,ChIJUQ0OdRVEiEgRZsafiepGy-U,Ng Homes,1.5,2,"Sheltered Housing, 53 Barloch St, Glasgow G22 5BY, UK",0141 336 1300,http://www.nghomes.net/,True,https://maps.google.com/?cid=16558406428103001702,55.8824352,-4.2523794,5,OPERATIONAL,"establishment, point_of_interest"
PF000263,North Ayrshire Council,ChIJN1kuX2_OiUgRrDxRSmwnaIs,"North Ayrshire Council, Cunninghame House",3.3,40,"Cunninghame House, Friars Croft, Irvine KA12 8EE, UK",01294 310000,https://www.north-ayrshire.gov.uk/,True,https://maps.google.com/?cid=10045322314906680492,55.6132317,-4.6742134,1,OPERATIONAL,"establishment, point_of_interest"
PF000263,North Ayrshire Council,ChIJ-x9bYAC5iUgRUp1hEbCXo4M,North Ayrshire Council Largs Housing Services,1.8,5,"Brooksby Medical & Resource Centre, 31 Brisbane Rd, Largs KA30 8LH, UK",01475 687590,https://www.north-ayrshire.gov.uk/housing/housing-offices,True,https://maps.google.com/?cid=9485592022634044754,55.7977827,-4.866647299999999,2,OPERATIONAL,"establishment, point_of_interest"
PF000263,North Ayrshire Council,ChIJZbqGtZ_WiUgRCCmLjjbr1M8,Ayrshire Housing,4.1,41,"119 Main St, Ayr KA8 8BX, UK",01292 880120,https://ayrshirehousing.org.uk/,True,https://maps.google.com/?cid=14975853280465987848,55.4680733,-4.6299357,3,OPERATIONAL,"establishment, point_of_interest"
PF000263,North Ayrshire Council,ChIJj5fSrsDFiUgRQekZ6Pz1RoU,Cunninghame Housing Association Ltd,2.3,52,"Marina Quay, Dock Rd, Ardrossan KA22 8DA, UK",01294 468360,https://www.cunninghame-housing.org/,True,https://maps.google.com/?cid=9603633721988737345,55.6395833,-4.8196555,4,OPERATIONAL,"establishment, point_of_interest"
PF000263,North Ayrshire Council,ChIJNf743wAwiEgRgRnJugbHDV0,Land & Forestry Management Ltd,4.7,7,"Lanfine House, Newmilns KA16 9JR, UK",01560 320207,http://landandforestry.com/,True,https://maps.google.com/?cid=6705234251942009217,55.6011111,-4.3013889,5,OPERATIONAL,"establishment, point_of_interest"
PF000303,North Lanarkshire Council,ChIJ__LPo1NriEgRc6mf5cEfHTE,North Lanarkshire Properties,,0,"Scott St, Motherwell ML1 1PN, UK",01236 632800,https://northlanarkshireproperties.co.uk/location/motherwell/,True,https://maps.google.com/?cid=3539019799824673139,55.79175859999999,-3.9880988,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF000303,North Lanarkshire Council,ChIJKeyAzfhqiEgRIyMHCr7xYBA,North Lanarkshire Council Cemeteries Service,,0,"Old Edinburgh Rd, Bellshill ML4 3JF, UK",01698 506300,http://www.northlanarkshire.gov.uk/,True,https://maps.google.com/?cid=1180208900885390115,55.8204222,-4.0453877,2,OPERATIONAL,"establishment, point_of_interest"
PF000303,North Lanarkshire Council,ChIJoaO9XVBriEgRbAove3m0VGU,North Lanarkshire Council Dalziel Building,1.9,20,"Motherwell ML1 1PN, UK",0345 143 0015,https://www.northlanarkshire.gov.uk/,True,https://maps.google.com/?cid=7301659329725139564,55.7914128,-3.9890054,3,OPERATIONAL,"establishment, point_of_interest"
PF000303,North Lanarkshire Council,ChIJw073e-NriEgRMLPH5CUmA-s,North Property Services (Scotland) LTD,5,16,"Cherrybank Walk, Airdrie ML6 0LY, UK",01236 316044,http://northpropertyservices.org/,True,https://maps.google.com/?cid=16934420968037135152,55.8660304,-4.005133499999999,4,OPERATIONAL,"establishment, general_contractor, home_goods_store, point_of_interest, store"
PF000303,North Lanarkshire Council,ChIJD_hfECoViEgRGzmIN3uUYpU,RentLocally Lanarkshire - Property Management & Letting Agency,4,59,"42-46 Cadzow St, Hamilton ML3 6DS, UK",01698 200591,https://rentlocally.co.uk/,True,https://maps.google.com/?cid=10764329316302469403,55.7766092,-4.0351884,5,OPERATIONAL,"establishment, point_of_interest"
PF000246,North View Housing Association Limited,ChIJ4ckrvT5HiEgRayw79cxsOII,North View Housing Association,3.5,22,"29 Stravanan Rd, Glasgow G45 9LY, UK",0141 634 0555,http://www.nvha.org.uk/,True,https://maps.google.com/?cid=9383369451169852523,55.80141399999999,-4.2360976,1,OPERATIONAL,"establishment, point_of_interest"
PF000847,Northwood Edinburgh Ltd,ChIJnUvAzLjHh0gRahfOkDePKJU,Northwood Edinburgh,4.6,426,"13 Comely Bank Rd, Edinburgh EH4 1DR, UK",0131 343 1717,https://www.northwooduk.com/edinburgh-estate-agents/,True,https://maps.google.com/?cid=10747997979535087466,55.95918649999999,-3.2149138,1,OPERATIONAL,"establishment, point_of_interest, real_estate_agency"
PF001142,NT1112 Home Owners Organisation,ChIJASEgkxFEiEgRieqO6d98jvc,West Of Scotland Housing Association,3.8,57,"40 Barrowfield Dr, Glasgow G40 3QH, UK",0141 550 5600,http://www.westscot.co.uk/,True,https://maps.google.com/?cid=17838332475199122057,55.84914939999999,-4.2158064,2,OPERATIONAL,"establishment, point_of_interest"
PF001142,NT1112 Home Owners Organisation,ChIJnXdjbEtPiEgRRut3ZB1FrPA,TPAS SCOTLAND,,0,"Room 2, 3rd Floor, Erskine House, 1 North Ave, Clydebank G81 2DR, UK",0141 552 3633,https://www.tpasscotland.org.uk/,True,https://maps.google.com/?cid=17342312257638886214,55.9054751,-4.405514999999999,3,OPERATIONAL,"establishment, point_of_interest"
PF001142,NT1112 Home Owners Organisation,ChIJYz9KmwpEiEgRIIPwWyp0_Tw,ng homes,2.8,94,"50 Reidhouse St, Glasgow G21 4LS, UK",0141 560 6000,http://nghomes.net/,True,https://maps.google.com/?cid=4394796536663409440,55.8837915,-4.2262354,5,OPERATIONAL,"establishment, point_of_interest"
